run_name,algorithm,observation,reward,environment,map_suite,total_timesteps,mean_coverage,success_rate,death_rate,timeout_rate,mean_reward,mean_length,config_path,run_dir
20260325-192639-ppo_frontier_dense_sweep,PPO,frontier_features,dense_coverage,sneaky_enemies,core_generalization,50000,0.45776274917679544,0.0,0.6666666666666666,0.3333333333333333,5.354344289183295,176.83333333333334,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_frontier_dense_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192639-ppo_frontier_dense_sweep
20260325-192702-ppo_frontier_survival_sweep,PPO,frontier_features,survival_coverage,sneaky_enemies,core_generalization,50000,0.35173726481535034,0.0,0.6666666666666666,0.3333333333333333,-9.041908870709475,177.5,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_frontier_survival_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192702-ppo_frontier_survival_sweep
20260325-192651-ppo_frontier_sparse_sweep,PPO,frontier_features,sparse_coverage,sneaky_enemies,core_generalization,50000,0.31604951975846446,0.0,0.75,0.25,14.21749999999981,136.58333333333334,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_frontier_sparse_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192651-ppo_frontier_sparse_sweep
20260325-192740-ppo_layered_survival_sweep,PPO,layered_grid,survival_coverage,sneaky_enemies,core_generalization,50000,0.24273814891167017,0.0,0.4166666666666667,0.5833333333333334,-74.40490710251613,296.8333333333333,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_layered_survival_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192740-ppo_layered_survival_sweep
20260325-192713-ppo_layered_dense_sweep,PPO,layered_grid,dense_coverage,sneaky_enemies,core_generalization,50000,0.24024180500752984,0.0,0.5,0.5,-47.62362473790615,258.1666666666667,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_layered_dense_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192713-ppo_layered_dense_sweep
20260325-192752-ppo_rgb_dense_sweep,PPO,raw_rgb,dense_coverage,sneaky_enemies,core_generalization,50000,0.1486812039878652,0.0,0.5,0.5,-53.93252624045519,254.5,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_rgb_dense_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192752-ppo_rgb_dense_sweep
20260325-192726-ppo_layered_sparse_sweep,PPO,layered_grid,sparse_coverage,sneaky_enemies,core_generalization,50000,0.1466495340615468,0.0,0.0,1.0,2.4166666666665746,500,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_layered_sparse_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192726-ppo_layered_sparse_sweep
20260325-192810-ppo_rgb_survival_sweep,PPO,raw_rgb,survival_coverage,sneaky_enemies,core_generalization,50000,0.13735300732670208,0.0,0.3333333333333333,0.6666666666666666,-95.73734405235241,335,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_rgb_survival_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192810-ppo_rgb_survival_sweep
20260325-192800-ppo_rgb_sparse_sweep,PPO,raw_rgb,sparse_coverage,sneaky_enemies,core_generalization,50000,0.12086918172895245,0.0,0.5,0.5,1.7091666666667193,254.08333333333334,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/configs/experiments/sweep/ppo_rgb_sparse_sweep.toml,/Users/rileyspavor_1/Desktop/Code_Projects/Active/rl/Project Code/runs/sweep/20260325-192800-ppo_rgb_sparse_sweep
